,Search Names,Search Name,# debtholders,Original Names,count,6p_Total,6p_def_Total,3p_Total,Location,Family Size,Slavecount,Match Status,Match Reason,notes,url
191,['Elias Bayley Dayton'],Elias Bayley Dayton,1,['Elias Bayley Dayton'],2,0.0,0.0,571.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elias Bayley_Dayton&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
140,['Cournradt Ten Eyck'],Cournradt Ten Eyck,1,['Cournradt Ten Eyck'],1,0.0,0.0,556.0,,,,No Match,Too Many Potential Matches Found (4),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cournradt Ten_Eyck&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
815,['Timothy Phelps'],Timothy Phelps,1,['Timothy Phelps'],4,0.0,0.0,555.0,"Cambridge, Albany, New York",11.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Timothy_Phelps&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
530,['John Vanderspeigle'],John Vanderspeigle,1,['John Vanderspeigle'],1,0.0,0.0,554.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Vanderspeigle&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
61,['Arent Schaick'],Arent Schaick,1,['Arant Van Schaack'],1,0.0,0.0,552.0,"Coxsackie, Albany, New York",17.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Arant Van_Schaack&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
835,['William Applegate'],William Applegate,1,['William Applegate'],1,0.0,0.0,549.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Applegate&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
187,['Edward Griswold'],Edward Griswold,1,['Edward Griswold'],4,3738.0,17332.0,549.0,"Herkimer, Montgomery, New York",5.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Edward_Griswold&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
221,['Francis Van Dike'],Francis Van Dike,1,['Francis Van Dike'],1,0.0,0.0,547.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Francis Van_Dike&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
375,['James Jay'],James Jay,1,['James Jay'],1,0.0,0.0,545.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Jay&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
773,['Thaddeus Weed'],Thaddeus Weed,1,['Thaddeus Weed'],1,0.0,0.0,542.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thaddeus_Weed&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
855,['William Malcolm'],William Malcolm,1,['William Malcolm'],1,0.0,0.0,541.0,"New York City Montgomery Ward, New York, New York",16.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Malcolm&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
373,"['James J Beckman', 'James J Buchman']",James J Buchman,2,"['James J Beckman', 'James J Buchman']",1,1310.0,655.0,541.0, New York,,,Match,Only Location Found,See Supplementary Table,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James J_Buchman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
682,['Phineas Carman'],Phineas Carman,1,['Phineas Carman'],2,0.0,0.0,541.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Phineas_Carman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
343,['Jacobus Swartwort'],Jacobus Swartwort,1,['Jacobus Swartwort'],1,0.0,0.0,534.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacobus_Swartwort&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
568,['Joshua Sands'],Joshua Sands,1,['Joshua Sands'],1,867.0,485.0,533.0,"Brooklyn, Kings, New York",17.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joshua_Sands&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
673,['Petro J Vosburgh'],Petro J Vosburgh,1,['Peter J Vosburgh'],1,0.0,0.0,530.0,"Kinderhook, Columbia, New York",5.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter J_Vosburgh&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
689,['Richard Anderson'],Richard Anderson,1,['Richard Anderson'],2,0.0,0.0,530.0, New York,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Richard_Anderson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
562,['Joseph Sterlitz'],Joseph Sterlitz,1,['Joseph Sterlitz'],2,0.0,0.0,530.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Sterlitz&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
593,['Margaret Low'],Margaret Low,1,['Margaret Low'],1,0.0,0.0,529.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Margaret_Low&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
92,['Bowlett rk'],Bowlett rk,1,['Bowlett and Cork'],1,0.0,0.0,528.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Bowlett_rk&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
389,['James Thomas'],James Thomas,1,['James Thomas'],1,0.0,0.0,525.0,"New York City Montgomery Ward, New York, New York",7.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Thomas&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
229,['Garret Happer'],Garret Happer,1,['Garret Hopper'],1,0.0,0.0,524.0,"New York City West Ward, New York, New York",3.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Garret_Hopper&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
336,['Jacob Morrel'],Jacob Morrel,1,['Jacob Morrell'],1,0.0,0.0,522.0,"Newtown, Queens, New York",5.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob_Morrell&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
561,Joseph Pitcairn,Joseph Pitcairn,1,"['Joseph Pitcain', 'Joseph Pitcairn']",1,932.0,468.0,520.0,,,,No Match,No Match Found,See Supplementary Table,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Pitcairn&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
189,['Edward Williams'],Edward Williams,1,['Edward Williams'],1,891.0,495.0,517.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Edward_Williams&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
432,['John Carll'],John Carll,1,['John Carll'],2,0.0,0.0,515.0,"Huntington, Suffolk, New York",5.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Carll&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
512,['John S Bronk'],John S Bronk,1,['John S Bronk'],1,559.0,331.0,513.0,,,,No Match,Too Many Potential Matches Found (4),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John S_Bronk&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
35,"['Alexander Mowatt', 'Michael Mowatt']",Alexander Mowatt,2,"['John and Alexander Mowatt', 'Alexander and Michael Mowatt']",1,0.0,0.0,511.0,,,,No Match,No Match Found,See Supplementary Table,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alexander_Mowatt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
378,['James Livingston'],James Livingston,1,['James Livingston'],1,1751.0,875.0,511.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Livingston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
380,['James Manning'],James Manning,1,['James Manning'],1,0.0,0.0,507.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Manning&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
570,['Kilian K Van Rensselaer'],Kilian K Van Rensselaer,1,['Kilian K Van Rensselaer'],1,0.0,0.0,506.0,,,,No Match,Too Many Potential Matches Found (3),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Kilian K Van_Rensselaer&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
603,['Mary Brinckerhoff'],Mary Brinckerhoff,1,['Mary Brinkerhoff'],1,820.0,410.0,506.0,"Fishkill, Dutchess, New York",4.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_Brinkerhoff&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
57,['Anthony Ten Eyck'],Anthony Ten Eyck,1,['Anthony Ten Eyck'],1,0.0,0.0,505.0,,,,No Match,Too Many Potential Matches Found (5),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Anthony Ten_Eyck&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
165,['David Mumford'],David Mumford,1,['David Mumford'],1,0.0,0.0,504.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Mumford&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
327,['Jacob C Schermerhorn'],Jacob C Schermerhorn,1,['Jacob C Schermerhorn'],1,0.0,0.0,500.0,"Rensselaerwick, Albany, New York",24.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob C_Schermerhorn&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
476,['John Johnson'],John Johnson,1,['John Johnson'],1,0.0,0.0,500.0,,,,No Match,Too Many Potential Matches Found (21),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Johnson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
103,['Catherine Branford'],Catherine Branford,1,['Catherine Branford'],1,0.0,0.0,498.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Catherine_Branford&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
254,['George Storer'],George Storer,1,['George Storer'],1,1370.0,686.0,494.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Storer&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
749,['Seth Warner'],Seth Warner,1,['Seth Warner'],1,0.0,0.0,486.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Seth_Warner&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
346,['James A Welles'],James A Welles,1,['James A Welles'],1,0.0,0.0,484.0,,,,No Match,Too Many Potential Matches Found (5),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James A_Welles&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
401,['Jeremiah Rogers'],Jeremiah Rogers,1,['Jeremiah Rogers'],1,0.0,0.0,483.0, Suffolk,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jeremiah_Rogers&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
819,['Tobias Zandt'],Tobias Zandt,1,['Tobias Van Zand'],1,0.0,0.0,480.0,"New York City Montgomery Ward, New York, New York",11.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Tobias Van_Zand&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
190,['Eleazer Miller'],Eleazer Miller,1,['Eleazer Miller'],2,0.0,0.0,480.0,"New York City East Ward, New York, New York",7.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Eleazer_Miller&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
857,['William Nicholas Vrugt'],William Nicholas Vrugt,1,['William Nicholas Vrugt'],2,0.0,0.0,480.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William Nicholas_Vrugt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
619,['Michael Conolly'],Michael Conolly,1,['Michael Connolly'],7,0.0,0.0,479.0,"Northeast, Dutchess, New York",12.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Michael_Connolly&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
19,['Abraham J Van Alstyne'],Abraham J Van Alstyne,1,['Abraham J Van Alstyne'],1,0.0,0.0,474.0,,,,No Match,Too Many Potential Matches Found (6),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham J Van_Alstyne&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
764,['Stephen Lockwood'],Stephen Lockwood,1,['Stephen Lockwood'],1,0.0,0.0,470.0,"Beekman, Dutchess, New York",7.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Stephen_Lockwood&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
27,['Albartus Van Loon'],Albartus Van Loon,1,['Albartus Van Loon'],1,0.0,0.0,469.0, Albany,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Albartus Van_Loon&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
612,['Matthew Benschoten'],Matthew Benschoten,1,['Matthew Van Bunschoten'],2,0.0,0.0,468.0,"Fishkill, Dutchess, New York",18.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Matthew Van_Bunschoten&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
867,['William Stuart'],William Stuart,1,['William Stuart'],1,0.0,0.0,468.0,"New York City West Ward, New York, New York",8.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Stuart&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
195,['Elihu P Smyth'],Elihu P Smyth,1,['Elihu P Smyth'],1,0.0,0.0,466.0,,,,No Match,Too Many Potential Matches Found (20),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elihu P_Smyth&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
263,['Giden De Graaff'],Giden De Graaff,1,['Isaac de Graaf'],1,0.0,0.0,463.0,"Half Moon, Albany, New York",3.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac de_Graaf&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
681,['Philip de Freest'],Philip de Freest,1,['Philip de Freest'],1,0.0,0.0,462.0, Albany,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip de_Freest&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
272,['Gulian Nesplank'],Gulian Nesplank,1,['Gulian Verplanck'],1,0.0,0.0,462.0,"New York City Dock Ward, New York, New York",16.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gulian_Verplanck&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
88,['Bernard Ruppleye'],Bernard Ruppleye,1,['Bernard Ruppleye'],1,0.0,0.0,461.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Bernard_Ruppleye&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
740,['Samuel Thacher'],Samuel Thacher,1,['Samuel Thacher'],1,0.0,0.0,461.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Thacher&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
326,['Jacob Branford'],Jacob Branford,1,['Jacob Branford'],2,0.0,0.0,460.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob_Branford&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
858,['William Pickin'],William Pickin,1,['William Pickin'],1,0.0,0.0,455.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Pickin&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
379,['James MaComb'],James MaComb,1,['James MaComb'],1,0.0,0.0,454.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_MaComb&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
430,['John Campbell'],John Campbell,1,['John Campbell'],1,0.0,0.0,453.0,,,,No Match,Too Many Potential Matches Found (20),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Campbell&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
490,['John Mitchie'],John Mitchie,1,['John Mitchie'],1,560.0,280.0,451.0, Richmond,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Mitchie&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
315,['Isabella Mechteld'],Isabella Mechteld,1,['Isabella Mechteld'],1,0.0,0.0,450.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isabella_Mechteld&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
316,['Isabella Metcheld Mahony'],Isabella Metcheld Mahony,1,['Isabella Metcheld Mahony'],1,0.0,0.0,450.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isabella Metcheld_Mahony&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
62,['Arnoldina Aleyda Maria Thomassin'],Arnoldina Aleyda Maria Thomassin,1,['Arnoldina Aleyda Maria Thomassin'],1,0.0,0.0,450.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Arnoldina Aleyda Maria_Thomassin&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
112,['Charles W Goodrich'],Charles W Goodrich,1,"['Charles Goodrich', 'Charles W Goodrich']",2,0.0,0.0,449.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Charles_Goodrich&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
169,['David Tuttle'],David Tuttle,1,['David Tuttle'],1,0.0,0.0,443.0,,,,No Match,Too Many Potential Matches Found (4),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Tuttle&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
418,['John Bergen'],John Bergen,1,['John Bergen'],1,0.0,0.0,441.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Bergen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
727,['Samuel Boyd'],Samuel Boyd,1,['Samuel Boyd'],1,0.0,0.0,438.0, Ulster,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Boyd&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
812,['Thomas Van Pelt'],Thomas Van Pelt,1,['Thomas Van Pelt'],2,0.0,0.0,433.0,"New York City Montgomery Ward, New York, New York",8.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas Van_Pelt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
863,['William Smith'],William Smith,1,['William Smith'],1,487.0,295.0,430.0,,,,No Match,Too Many Potential Matches Found (27),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Smith&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
