,Index,Original Name,Search Name,Name #,Match Status,Match Reason,Location,Family Size,Slavecount,url
604,1147,['Miller Hurt and Co'],['Miller Hurt'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Miller_Hurt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
605,1154,['Robinson and Hartshorn'],['Samuel Robinson'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Robinson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
606,1156,['Isabella Mechteld'],['Isabella Mechteld'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isabella_Mechteld&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
607,1159,['George Joshua Dickinson and Co'],['George Joshua Dickinson'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George Joshua_Dickinson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
608,1161,['Richard Yates'],['Richard Yates'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Richard_Yates&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
609,1166,['Jaffray Smith'],['Jeffery Smith'],1,Match,Full Match,"Smithtown, Suffolk, New York",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jaffray_Smith&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
610,1172,['John Motley'],['John Motley'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Motley&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
611,1175,['William Allen'],['William Allen'],1,No Match,Too Many Potential Matches Found 7,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Allen&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
612,1177,['John P Mumford'],['John Mumford'],1,Match,Full Match,"New York City Montgomery Ward, New York, New York",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John P_Mumford&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
613,1183,['Cary Headley'],['Cary Headley'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cary_Headley&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
614,1184,['Moses Wirrans'],['Moses Wirrans'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Moses_Wirrans&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
615,1185,['Mary Barnet'],['Mary Barnet'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_Barnet&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
616,1192,['James Bigelow'],['James Bigelow'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Bigelow&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
617,1193,['Isaac Davenport'],['Isaac Davenport'],1,Match,Full Match,"Phillipstown, Dutchess, New York",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Davenport&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
618,1194,['Thomas Tillatson'],['Thomas Tillotson'],1,Match,Full Match,"Rhinebeck, Dutchess, New York",16,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Tillatson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
619,1196,['Isaac de Graaf'],['Giden De Graaff'],1,Match,Full Match,"Half Moon, Albany, New York",3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac de_Graaf&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
620,1197,['Henry Quackenbush'],['Henry Quackenbuss'],1,Match,Full Match,"Watervliet, Albany, New York",14,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Quackenbush&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
621,1199,"[""John D'Mercier""]","[""John D'Mercier""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_D'Mercier&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
622,1217,['John Stites'],['John Stites'],1,Match,Full Match,"New York City South Ward, New York, New York",2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Stites&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
623,1219,['David Waterbury'],['David Waterberry'],1,Match,Full Match,"Stephen Town, Albany, New York",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Waterbury&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
624,1222,['John and James Davenport'],['John Davenport'],1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Davenport&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
625,1222,['John and James Davenport'],['James Davenport'],1,Match,Only Location Found, Ulster,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Davenport&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
626,1225,['Timothy Titus'],['Timothy Titus'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Timothy_Titus&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
627,1226,['Thaddeus Weed'],['Thaddeus Weed'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thaddeus_Weed&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
628,1227,['John Davenport'],['John Davenport'],1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Davenport&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
629,1228,['Smith Weed'],['Smith Weed'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Smith_Weed&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
630,1229,['Samuel Hutton'],['Samuel Hutton'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Hutton&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
631,1230,['Andrew Wakeman'],['Andrew Wakeman'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Andrew_Wakeman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
632,1233,['Andrew Stockholm'],['Andrew Stockholm'],1,Match,Full Match,"Bushwick, Kings, New York",15,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Andrew_Stockholm&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
633,1237,['Miller Hart and Co'],['Miller Hart'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Miller_Hart&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
634,1243,['Cornelius Ten Broeck'],['Cornelius Ten Broeck'],1,No Match,Too Many Potential Matches Found 6,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cornelius Ten_Broeck&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
635,1247,['Platt Carll'],['Platt Carll'],1,Match,Full Match,"Huntington, Suffolk, New York",12,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Platt_Carll&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
636,1253,['David Lydig'],['David Lydig'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Lydig&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
637,1256,['Charles McEvers'],['Charles McEvers Junior'],1,Match,Full Match,"New York City East Ward, New York, New York",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Charles_McEvers&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
638,1258,['James Manning'],['James Manning'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Manning&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
639,1266,['Alexander Macomb'],['Alexander Macomb'],1,Match,Full Match,"New York City West Ward, New York, New York",25,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alexander_Macomb&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
640,1267,['Obadiah Bowen'],['Obediah Bowne'],1,Match,Full Match,"New York City Dock Ward, New York, New York",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Obadiah_Bowen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
641,1270,['Hannah Townsend'],['Hannah Townsend'],1,Match,Full Match,"Goshen, Orange, New York",11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hannah_Townsend&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
642,1275,['John P Mumford and Co'],['John Mumford'],1,Match,Full Match,"New York City Montgomery Ward, New York, New York",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John P_Mumford&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
643,1279,['Joshua Paine'],['Joshua Paine'],1,Match,Full Match,"Whites, Montgomery, New York",2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joshua_Paine&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
644,1280,['George D Alvey'],['George D Alvey'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George D_Alvey&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
645,1282,['Thaddeus Burr'],['Thaddeus Burr'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thaddeus_Burr&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
646,1285,['Elijah Austin'],['Elijah Austin'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elijah_Austin&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
647,1286,['William Applegate'],['William Applegate'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Applegate&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
648,1287,['Daniel L Coit'],['Daniel Cott'],1,Match,Full Match,"Huntington, Suffolk, New York",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Daniel L_Coit&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
649,1288,['John Rathbun'],['John Rathbun'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Rathbun&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
650,1293,['Solomon Townsend'],['Solomon Townsend'],1,Match,Full Match,"New York City East Ward, New York, New York",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Solomon_Townsend&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
651,1294,['Isabella Metcheld Mahony'],['Isabella Metcheld Mahony'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isabella Metcheld_Mahony&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
652,1297,['Michael Price'],['Michael Price'],1,Match,Only Location Found, New York,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Michael_Price&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
653,1302,['James Johnston'],['James Johnston'],1,No Match,Too Many Potential Matches Found 5,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Johnston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
654,1311,['Moses Scott'],['Moses Schatt'],1,Match,Full Match,"Half Moon, Albany, New York",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Moses_Scott&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
655,1312,['Theodosius Fowler'],['Theodorius Fowler'],1,Match,Full Match,"New York City East Ward, New York, New York",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Theodosius_Fowler&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
656,1317,['James Davenport'],['James Davenport'],1,Match,Only Location Found, Ulster,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Davenport&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
657,1318,['John L Champlin'],['John L Champlin'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John L_Champlin&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
658,1320,['William Mumford and Co'],['William Mumford'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Mumford&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
659,1321,['Luther Halsey'],['Luther Halsey'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Luther_Halsey&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
660,1322,['Clarkson Edgar'],['Clarkson Edgar'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Clarkson_Edgar&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
661,1326,['George Codwise'],['George Codwice'],1,Match,Full Match,"New York City Montgomery Ward, New York, New York",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Codwise&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
662,1327,['John Hendrickson'],['John Hendrickson'],1,No Match,Too Many Potential Matches Found 9,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Hendrickson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
663,1332,['Jonas Stanberry'],['Jonas Stanberry'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonas_Stanberry&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
664,1334,['Bernard Hart and Co'],['Bernard Hart'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Bernard_Hart&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
665,1336,['James Rivington'],['James Rivington'],1,Match,Full Match,"New York City East Ward, New York, New York",16,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Rivington&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
666,1337,['Jonathan Sturges'],['Jonathan Sturges'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Sturges&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
667,1338,['David Mumford'],['David Mumford'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Mumford&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
668,1339,['Daniel L Ketcham'],['Daniel L Ketcham'],1,No Match,Too Many Potential Matches Found 6,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Daniel L_Ketcham&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
669,1341,['Hezekiah Sanford'],['Hezekiah Sanford'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hezekiah_Sanford&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
670,1343,['Wainwright and Caldwell'],['Francis Wainright'],1,Match,Full Match,"New York City East Ward, New York, New York",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Francis_Wainwright&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
671,1343,['Wainwright and Caldwell'],['Andrew Caldwell'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Andrew_Caldwell&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
672,1346,['William Leffingwell'],['William Leffingwell'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Leffingwell&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
673,1348,['Albert Hyckoff'],['Albert Hyckoff'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Albert_Hyckoff&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
674,1349,['Coll McGregor'],['Coll McGregor'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Coll_McGregor&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
675,1351,['Christopher Leffingwell'],['Christopher Leffingwell'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Christopher_Leffingwell&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
676,1353,['Henry Huntington'],['Henry Huntington'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Huntington&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
677,1354,['Frederick Fanning'],['Frederick Fanning'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Frederick_Fanning&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
678,1355,['Isaac Bronson'],['Isaac Bronson'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Bronson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
